,district,year,population,pop_growth
592,Masaiti,2005,104743.3125,0.02110823669136752
707,Masaiti,2006,103617.796875,-0.010745465253449993
822,Masaiti,2007,104041.109375,0.004085326196528349
937,Masaiti,2008,104791.9375,0.007216648587374808
1052,Masaiti,2009,105736.1484375,0.009010339535901801
1167,Masaiti,2010,106782.1640625,0.009892696494598452
1282,Masaiti,2011,106147.1796875,-0.005946539673314155
1397,Masaiti,2012,111576.9453125,0.051153178454532267
1512,Masaiti,2013,112719.9921875,0.010244471846747594
1627,Masaiti,2014,112468.5859375,-0.0022303607826889005
1742,Masaiti,2015,114674.53125,0.019613879681263713
1857,Masaiti,2016,114808.53125,0.0011685245061772154
1972,Masaiti,2017,116577.3359375,0.015406561413527253
2087,Masaiti,2018,117280.4453125,0.006031269880596213
2202,Masaiti,2019,118576.2734375,0.01104897002690608
2317,Masaiti,2020,119269.8125,0.005848885636177137
92,Mazabuka,2000,143628.125,
207,Mazabuka,2001,145942.203125,0.016111594612823854
322,Mazabuka,2002,148770.96875,0.019382780062441318
437,Mazabuka,2003,150471.890625,0.011433157216703238
552,Mazabuka,2004,152834.28125,0.015699879992120636
667,Mazabuka,2005,156706.625,0.02533687938549445
782,Mazabuka,2006,157627.328125,0.005875329935795648
897,Mazabuka,2007,160463.453125,0.017992597056209148
1012,Mazabuka,2008,164700.34375,0.02640408480864176
1127,Mazabuka,2009,166409.125,0.01037509218920496
1242,Mazabuka,2010,169033.34375,0.015769680598945568
1357,Mazabuka,2011,172905.3125,0.022906538225538675
1472,Mazabuka,2012,172795.765625,-0.0006335656979885584
1587,Mazabuka,2013,175943.203125,0.018214783728152995
1702,Mazabuka,2014,178311.953125,0.013463151505302084
1817,Mazabuka,2015,181352.34375,0.017050963615818926
1932,Mazabuka,2016,182998.96875,0.009079700686250414
2047,Mazabuka,2017,184725.78125,0.009436187055015921
2162,Mazabuka,2018,186424.859375,0.009197839703276367
2277,Mazabuka,2019,188054.359375,0.008740787068114209
2392,Mazabuka,2020,188912.953125,0.004565667889080194
80,Mbala,2000,88107.0078125,
195,Mbala,2001,90830.8984375,0.030915709120399315
310,Mbala,2002,93347.1171875,0.027702233417094213
425,Mbala,2003,96245.2578125,0.031046921558152807
540,Mbala,2004,98839.5546875,0.026955061828127347
655,Mbala,2005,101381.3125,0.02571599822091719
770,Mbala,2006,104367.046875,0.02945053976293699
885,Mbala,2007,107257.1796875,0.027692005274054576
1000,Mbala,2008,110274.8203125,0.02813462589443505
1115,Mbala,2009,113534.5,0.02955960098835453
1230,Mbala,2010,116632.984375,0.027291126265584387
1345,Mbala,2011,119926.7734375,0.028240630900001396
1460,Mbala,2012,123681.25,0.031306408526505125
1575,Mbala,2013,127183.4921875,0.028316678457729116
1690,Mbala,2014,130836.5546875,0.02872277240677179
1805,Mbala,2015,134601.703125,0.028777496063641994
1920,Mbala,2016,137881.1875,0.024364360174213173
2035,Mbala,2017,141399.4375,0.025516533936146946
2150,Mbala,2018,144491.765625,0.02186945139014429
2265,Mbala,2019,148084.1875,0.024862467833104196
2380,Mbala,2020,151323.84375,0.02187712479429993
41,Milengi,2000,116923.390625,
156,Milengi,2001,106737.546875,-0.08711553518549875
271,Milengi,2002,97604.40625,-0.08556633436306904
386,Milengi,2003,89243.875,-0.08565731375472607
501,Milengi,2004,81681.1484375,-0.08474224771728034
616,Milengi,2005,74774.2109375,-0.08455975010298711
731,Milengi,2006,68634.0703125,-0.08211575285137052
846,Milengi,2007,63050.9296875,-0.08134648869838579
961,Milengi,2008,58334.4140625,-0.07480485455768082
1076,Milengi,2009,53736.3515625,-0.07882246824444994
1191,Milengi,2010,49967.7578125,-0.07013118011215924
1306,Milengi,2011,47160.95703125,-0.05617223794156012
1421,Milengi,2012,44431.625,-0.057872702401723486
1536,Milengi,2013,42305.19140625,-0.0478585600627931
1651,Milengi,2014,40254.1015625,-0.048483171345419795
1766,Milengi,2015,39210.06640625,-0.02593611869908441
1881,Milengi,2016,37207.8046875,-0.05106499178055057
1996,Milengi,2017,36148.57421875,-0.028467964655432887
2111,Milengi,2018,35919.8359375,-0.006327726229693353
2226,Milengi,2019,35855.03515625,-0.0018040388982497602
2341,Milengi,2020,36328.47265625,0.013204212405226734
104,Mitete,2000,20405.71484375,
219,Mitete,2001,21125.58203125,0.03527772454982059
334,Mitete,2002,21983.98046875,0.04063312604737779
449,Mitete,2003,22780.083984375,0.03621289223562818
564,Mitete,2004,23687.087890625,0.039815652430084114
679,Mitete,2005,24728.87890625,0.0439813885284448
794,Mitete,2006,25546.095703125,0.03304706209986974
909,Mitete,2007,26440.123046875,0.034996633307086356
1024,Mitete,2008,27445.076171875,0.03800864024794226
1139,Mitete,2009,28523.095703125,0.03927915974795959
1254,Mitete,2010,29839.08203125,0.04613757012289588
1369,Mitete,2011,30536.27734375,0.023365172955717606
1484,Mitete,2012,31550.11328125,0.03320103253213036
1599,Mitete,2013,32752.751953125,0.038118363035790415
1714,Mitete,2014,34202.97265625,0.04427782756088772
1829,Mitete,2015,35767.2734375,0.04573581357888634
1944,Mitete,2016,36933.7109375,0.03261186520236836
2059,Mitete,2017,38255.95703125,0.03580052099252984
2174,Mitete,2018,39636.96484375,0.036099157351413336
2289,Mitete,2019,40702.19140625,0.026874574445827415
2404,Mitete,2020,42224.6015625,0.03740364102401195
7,Mkushi,2000,91328.9375,
122,Mkushi,2001,95035.34375,0.04058304357258069
237,Mkushi,2002,98789.65625,0.039504381757971
352,Mkushi,2003,102556.578125,0.03813073167769021
467,Mkushi,2004,106279.5234375,0.036301379985224536
582,Mkushi,2005,110267.7265625,0.03752560226096002
697,Mkushi,2006,114439.1171875,0.03782966018289713
812,Mkushi,2007,118670.859375,0.03697810933447343
927,Mkushi,2008,123203.8359375,0.03819789109452554
1042,Mkushi,2009,128034.390625,0.03920782701888026
1157,Mkushi,2010,133059.375,0.03924714563384524
1272,Mkushi,2011,138349.625,0.03975856642946063
1387,Mkushi,2012,143998.4375,0.04082998056554188
1502,Mkushi,2013,149533.328125,0.03843715752124055
1617,Mkushi,2014,154828.171875,0.03540912127344531
1732,Mkushi,2015,160593.90625,0.03723956890516633
1847,Mkushi,2016,166258.4375,0.03527239222378653
1962,Mkushi,2017,172010.671875,0.034598150093886115
2077,Mkushi,2018,177634.5625,0.03269500992988905
2192,Mkushi,2019,183500.859375,0.033024524014013235
2307,Mkushi,2020,189269.921875,0.03143888546162299
105,Mongu,2000,136745.8125,
220,Mongu,2001,137897.8125,0.008424389595111048
335,Mongu,2002,138353.296875,0.003303057291064615
450,Mongu,2003,140286.5,0.01397294584708475
565,Mongu,2004,140968.828125,0.004863818863539926
680,Mongu,2005,141147.0,0.0012639097406841326
795,Mongu,2006,142199.703125,0.0074582040355091195
910,Mongu,2007,142115.234375,-0.0005940149532221994
1025,Mongu,2008,142787.734375,0.004732075367975375
1140,Mongu,2009,144723.640625,0.01355793099788083
1255,Mongu,2010,144120.421875,-0.004168073352735946
1370,Mongu,2011,147685.546875,0.02473712575648812
1485,Mongu,2012,145243.59375,-0.01653481452092842
1600,Mongu,2013,147022.15625,0.012245376571040634
1715,Mongu,2014,149578.34375,0.017386410084024417
1830,Mongu,2015,149548.28125,-0.00020098163441528705
1945,Mongu,2016,150375.984375,0.005534688316586767
2060,Mongu,2017,150555.59375,0.0011944019900951286
2175,Mongu,2018,151087.765625,0.0035347200442361615
2290,Mongu,2019,150868.546875,-0.001450936474526321
2405,Mongu,2020,150612.265625,-0.0016987056302221193
93,Monze,2000,177904.34375,
208,Monze,2001,180344.0625,0.013713654757235183
323,Monze,2002,182387.265625,0.011329472657299222
438,Monze,2003,185033.734375,0.014510161885102901
553,Monze,2004,187145.640625,0.011413628207491477
668,Monze,2005,189511.15625,0.012639971826754914
783,Monze,2006,191785.140625,0.011999211128236764
898,Monze,2007,194040.40625,0.011759334522218001
1013,Monze,2008,196348.265625,0.011893705128748211
1128,Monze,2009,198731.609375,0.012138348879291216
1243,Monze,2010,202187.5625,0.01739005252294179
1358,Monze,2011,204817.578125,0.013007801234064642
1473,Monze,2012,208134.5625,0.01619482275576778
1588,Monze,2013,210999.8125,0.013766334459708096
1703,Monze,2014,214429.921875,0.01625645698144873
1818,Monze,2015,216833.515625,0.011209227373599306
1933,Monze,2016,219236.5,0.011082163050641247
2048,Monze,2017,221224.8125,0.00906925854043461
2163,Monze,2018,223229.03125,0.00905964718582375
2278,Monze,2019,224922.703125,0.007587148792950638
2393,Monze,2020,226536.75,0.007176006924045408
60,Mpika,2000,84400.671875,
175,Mpika,2001,86569.0078125,0.025690979577880357
290,Mpika,2002,89187.8515625,0.03025151628943412
405,Mpika,2003,92056.046875,0.032159035813190906
520,Mpika,2004,94648.0078125,0.028156335466148485
635,Mpika,2005,97840.6484375,0.033731725567057946
750,Mpika,2006,100628.5234375,0.028494036420668944
865,Mpika,2007,103950.296875,0.03301025717189554
980,Mpika,2008,107203.0078125,0.0312910211445705
1095,Mpika,2009,111261.625,0.037859172707155775
1210,Mpika,2010,115044.0546875,0.03399581560578491
1325,Mpika,2011,118897.0390625,0.03349138193595547
1440,Mpika,2012,123197.40625,0.03616883331501164
1555,Mpika,2013,128348.921875,0.04181513054378927
1670,Mpika,2014,133428.25,0.039574373129108054
1785,Mpika,2015,138113.125,0.035111567452919434
1900,Mpika,2016,143168.671875,0.036604391327761165
2015,Mpika,2017,148286.5,0.0357468436214059
2130,Mpika,2018,153614.203125,0.03592844341865242
2245,Mpika,2019,158436.6875,0.031393479749237896
2360,Mpika,2020,163908.765625,0.03453794832083945
18,Mpongwe,2000,68617.921875,
133,Mpongwe,2001,71035.7265625,0.03523576088335156
248,Mpongwe,2002,73694.15625,0.037423840314507295
363,Mpongwe,2003,75945.25,0.030546434948836243
478,Mpongwe,2004,78332.875,0.03143876674314727
593,Mpongwe,2005,81122.609375,0.035613838697992284
708,Mpongwe,2006,83489.8671875,0.029181233576413224
823,Mpongwe,2007,86529.0390625,0.03640168534673416
938,Mpongwe,2008,89041.09375,0.02903134848967337
1053,Mpongwe,2009,91953.46875,0.03270821232471666
1168,Mpongwe,2010,95288.5234375,0.03626893833192124
1283,Mpongwe,2011,98301.109375,0.03161541210653729
1398,Mpongwe,2012,101869.796875,0.036303634035157684
1513,Mpongwe,2013,105144.375,0.03214473990772837
1628,Mpongwe,2014,109354.640625,0.040042709132086296
1743,Mpongwe,2015,112828.1328125,0.0317635554161011
1858,Mpongwe,2016,116609.859375,0.033517585270905315
1973,Mpongwe,2017,120288.9140625,0.03155011683590758
2088,Mpongwe,2018,123523.5859375,0.026890856071070113
2203,Mpongwe,2019,127065.8515625,0.028676836072361933
2318,Mpongwe,2020,130280.8046875,0.025301472311139772
81,Mporokoso,2000,33969.79296875,
196,Mporokoso,2001,34870.28125,0.02650850071645694
311,Mporokoso,2002,35765.4140625,0.025670364000863977
426,Mporokoso,2003,36580.609375,0.022792838664623005
541,Mporokoso,2004,37270.58203125,0.018861704822269676
656,Mporokoso,2005,38156.78125,0.023777445117625362
771,Mporokoso,2006,38945.52734375,0.02067119049120536
886,Mporokoso,2007,39880.9921875,0.024019827373068736
1001,Mporokoso,2008,40767.78515625,0.022235980604011996
1116,Mporokoso,2009,41706.953125,0.02303701231623112
1231,Mporokoso,2010,42671.78515625,0.023133601449098817
1346,Mporokoso,2011,43737.49609375,0.02497460402928353
1461,Mporokoso,2012,44960.296875,0.02795772255981377
1576,Mporokoso,2013,46146.0,0.02637222632885483
1691,Mporokoso,2014,47080.7734375,0.02025686814675165
1806,Mporokoso,2015,48157.5546875,0.02287093374601068
1921,Mporokoso,2016,49134.16015625,0.020279382437237592
2036,Mporokoso,2017,50119.38671875,0.02005176356666949
2151,Mporokoso,2018,51019.9375,0.017968112545022397
2266,Mporokoso,2019,51930.07421875,0.01783884425083815
2381,Mporokoso,2020,52736.234375,0.015523955403070167
82,Mpulungu,2000,74419.2578125,
197,Mpulungu,2001,77167.75,0.03693253961796894
312,Mpulungu,2002,80002.5703125,0.03673581661380565
427,Mpulungu,2003,82622.0078125,0.03274191678802518
542,Mpulungu,2004,85534.953125,0.035256288120116386
657,Mpulungu,2005,88528.1796875,0.03499419188464081
772,Mpulungu,2006,91411.734375,0.03257216738985025
887,Mpulungu,2007,94472.4453125,0.0334826918931872
1002,Mpulungu,2008,97737.953125,0.034565717037366994
1117,Mpulungu,2009,100870.96875,0.03205526128619751
1232,Mpulungu,2010,104483.6953125,0.0358153253336333
1347,Mpulungu,2011,108270.859375,0.036246459805742814
1462,Mpulungu,2012,111878.546875,0.033320946382300765
1577,Mpulungu,2013,116031.890625,0.03712368336925631
1692,Mpulungu,2014,119891.2578125,0.03326126262971085
1807,Mpulungu,2015,123733.5234375,0.032047921550785397
1922,Mpulungu,2016,127871.1640625,0.033439932122275584
2037,Mpulungu,2017,131753.09375,0.030358132077398015
2152,Mpulungu,2018,135712.953125,0.030055152879474578
2267,Mpulungu,2019,139393.703125,0.02712158209842941
2382,Mpulungu,2020,143183.296875,0.027186262112584236
19,Mufulira,2000,129816.109375,
134,Mufulira,2001,130883.5625,0.008222809404312414
249,Mufulira,2002,132636.109375,0.013390122040725982
364,Mufulira,2003,134454.546875,0.013709973163181122
479,Mufulira,2004,134639.59375,0.0013762782985096145
594,Mufulira,2005,136192.34375,0.011532640263926863
709,Mufulira,2006,138041.890625,0.013580402716287132
824,Mufulira,2007,138861.875,0.0059401126084801525
939,Mufulira,2008,140357.25,0.010768794530536141
1054,Mufulira,2009,141583.40625,0.008735966613765855
1169,Mufulira,2010,143683.734375,0.014834564167013786
1284,Mufulira,2011,148395.765625,0.03279446536169561
1399,Mufulira,2012,146747.09375,-0.011109965759846796
1514,Mufulira,2013,147005.28125,0.0017594045197233399
1629,Mufulira,2014,149502.71875,0.016988760395300506
1744,Mufulira,2015,152153.109375,0.017728042989184845
1859,Mufulira,2016,153895.765625,0.011453306850963019
1974,Mufulira,2017,155169.5,0.008276604426555423
2089,Mufulira,2018,156521.609375,0.008713757374999576
2204,Mufulira,2019,157387.046875,0.005529188611436808
2319,Mufulira,2020,158710.984375,0.008411985142916523
69,Mufumbwe,2000,46132.59375,
184,Mufumbwe,2001,47333.44921875,0.026030521397899964
299,Mufumbwe,2002,48609.33203125,0.026955204692638235
414,Mufumbwe,2003,49777.25,0.024026620402830545
529,Mufumbwe,2004,50955.9453125,0.02367939796794727
644,Mufumbwe,2005,52185.7265625,0.02413420538973532
759,Mufumbwe,2006,53530.71875,0.02577318121439154
874,Mufumbwe,2007,54869.8515625,0.025016156027234393
989,Mufumbwe,2008,56103.05078125,0.02247498733152775
1104,Mufumbwe,2009,57486.64453125,0.02466164906779733
1219,Mufumbwe,2010,59007.73828125,0.02645995017456837
1334,Mufumbwe,2011,60603.609375,0.02704511544136068
1449,Mufumbwe,2012,61853.69140625,0.020627187788681
1564,Mufumbwe,2013,63499.49609375,0.02660802694362241
1679,Mufumbwe,2014,64970.4921875,0.023165476645330196
1794,Mufumbwe,2015,66502.4765625,0.023579694772494664
1909,Mufumbwe,2016,67928.7734375,0.021447274578707543
2024,Mufumbwe,2017,69300.8515625,0.020198776682791575
2139,Mufumbwe,2018,70731.28125,0.02064086739554627
2254,Mufumbwe,2019,72032.40625,0.01839532632529539
2369,Mufumbwe,2020,73255.75,0.01698324148375918
106,Mulobezi,2000,24450.501953125,
221,Mulobezi,2001,24413.5703125,-0.001510465539554251
336,Mulobezi,2002,24911.037109375,0.020376650793279882
451,Mulobezi,2003,25450.4453125,0.021653382023263834
566,Mulobezi,2004,26054.685546875,0.02374183347111125
681,Mulobezi,2005,26076.884765625,0.0008520240518758992
796,Mulobezi,2006,26638.20703125,0.02152566422983715
911,Mulobezi,2007,27263.3125,0.02346649937875589
1026,Mulobezi,2008,27725.4296875,0.016950148207412363
1141,Mulobezi,2009,28088.455078125,0.013093589340787304
1256,Mulobezi,2010,28537.6171875,0.015990986621574832
1371,Mulobezi,2011,28561.943359375,0.0008524247737704549
1486,Mulobezi,2012,29125.21484375,0.01972104899473215
1601,Mulobezi,2013,29800.900390625,0.02319933262294871
1716,Mulobezi,2014,30629.12109375,0.027791801330457444
1831,Mulobezi,2015,31225.669921875,0.01947652452380444
1946,Mulobezi,2016,31832.1171875,0.019421433299663393
2061,Mulobezi,2017,31993.904296875,0.005082511741899776
2176,Mulobezi,2018,32417.439453125,0.013237995348112985
2291,Mulobezi,2019,33043.55859375,0.019314268837622217
2406,Mulobezi,2020,33255.12109375,0.006402533776734831
8,Mumbwa,2000,133324.375,
123,Mumbwa,2001,137821.8125,0.03373304768914154
238,Mumbwa,2002,142281.640625,0.03235937798307509
353,Mumbwa,2003,146905.3125,0.03249661625132805
468,Mumbwa,2004,151481.5,0.031150592324562743
583,Mumbwa,2005,156184.09375,0.031044013625426192
698,Mumbwa,2006,161174.15625,0.03194987645789005
813,Mumbwa,2007,166193.09375,0.03113984038616624
928,Mumbwa,2008,171581.8125,0.03242444453261162
1043,Mumbwa,2009,176861.8125,0.03077249227682577
1158,Mumbwa,2010,182386.921875,0.031239696669963735
1273,Mumbwa,2011,188420.921875,0.03308351244688179
1388,Mumbwa,2012,194662.15625,0.033123892574628666
1503,Mumbwa,2013,201131.546875,0.033233941047542404
1618,Mumbwa,2014,207799.671875,0.03315305382772271
1733,Mumbwa,2015,214383.640625,0.03168421148403211
1848,Mumbwa,2016,220588.296875,0.028941836382250674
1963,Mumbwa,2017,226750.15625,0.027933754701826796
2078,Mumbwa,2018,232826.15625,0.026796012406275826
2193,Mumbwa,2019,239065.109375,0.026796616091109726
2308,Mumbwa,2020,245253.4375,0.025885534452009473
83,Mungwi,2000,115586.8359375,
198,Mungwi,2001,118519.0703125,0.0253682380975071
313,Mungwi,2002,122095.6875,0.030177567019969986
428,Mungwi,2003,125149.75,0.025013680356237078
543,Mungwi,2004,128377.484375,0.025790977409063887
658,Mungwi,2005,131546.203125,0.024682823202423432
773,Mungwi,2006,134880.421875,0.025346370102614868
888,Mungwi,2007,138343.1875,0.025672855829359076
1003,Mungwi,2008,142008.671875,0.026495589997881153
1118,Mungwi,2009,144502.90625,0.017563958186972428
1233,Mungwi,2010,148332.984375,0.02650519788421213
1348,Mungwi,2011,153311.5625,0.033563526992847814
1463,Mungwi,2012,156004.65625,0.017566148998057418
1578,Mungwi,2013,160204.78125,0.02692307461175547
1693,Mungwi,2014,164065.359375,0.024097770958380726
1808,Mungwi,2015,167958.4375,0.02372882453572478
1923,Mungwi,2016,171719.828125,0.022394770283570953
2038,Mungwi,2017,175126.828125,0.019840457780565313
2153,Mungwi,2018,179040.96875,0.022350319861935697
2268,Mungwi,2019,181987.28125,0.01645607997191978
2383,Mungwi,2020,184972.890625,0.016405593591447776
70,Mushindano,2000,17701.712890625,
185,Mushindano,2001,18736.791015625,0.05847333144512734
300,Mushindano,2002,19434.615234375,0.037243528956909966
415,Mushindano,2003,20000.810546875,0.029133343041365833
530,Mushindano,2004,20738.318359375,0.036873896223932334
645,Mushindano,2005,22035.087890625,0.06253011978976497
760,Mushindano,2006,22588.912109375,0.02513374221600584
875,Mushindano,2007,23285.388671875,0.030832673974190428
990,Mushindano,2008,24336.240234375,0.045129225769345194
1105,Mushindano,2009,25230.779296875,0.03675748816928848
1220,Mushindano,2010,26514.615234375,0.050883721124658665
1335,Mushindano,2011,26547.375,0.0012355361499845063
1450,Mushindano,2012,27164.630859375,0.023251107100984658
1565,Mushindano,2013,27709.708984375,0.02006572913954696
1680,Mushindano,2014,28670.833984375,0.034685495994994486
1795,Mushindano,2015,29418.576171875,0.026080238471873685
1910,Mushindano,2016,30399.041015625,0.03332808624121486
2025,Mushindano,2017,31437.6171875,0.03416476761030629
2140,Mushindano,2018,33090.9140625,0.05258976420316519
2255,Mushindano,2019,33525.3515625,0.013128603796784377
2370,Mushindano,2020,34762.5859375,0.03690444148493044
107,Mwandi,2000,29554.4453125,
222,Mwandi,2001,29921.033203125,0.012403815627355153
337,Mwandi,2002,29893.92578125,-0.0009059654354505176
452,Mwandi,2003,30316.9375,0.014150423796640332
567,Mwandi,2004,30338.06640625,0.0006969340570761595
682,Mwandi,2005,30974.298828125,0.02097142294289167
797,Mwandi,2006,31217.205078125,0.007842187206492657
912,Mwandi,2007,31024.859375,-0.006161528639211267
1027,Mwandi,2008,31681.833984375,0.02117574817774659
1142,Mwandi,2009,31866.943359375,0.0058427607155346895
1257,Mwandi,2010,31775.998046875,-0.002853907620645524
1372,Mwandi,2011,32115.759765625,0.010692401171752186
1487,Mwandi,2012,32450.90625,0.010435577013305553
1602,Mwandi,2013,32639.642578125,0.005816057236460059
1717,Mwandi,2014,33838.734375,0.03673728332057857
1832,Mwandi,2015,33690.05859375,-0.0043936566776516806
1947,Mwandi,2016,33849.69140625,0.004738276487581183
2062,Mwandi,2017,34145.67578125,0.00874407897690177
2177,Mwandi,2018,34650.3359375,0.01477962127570831
2292,Mwandi,2019,34355.53515625,-0.00850787656955887
2407,Mwandi,2020,34605.01953125,0.007261839289224747
42,Mwansabombwe,2000,41590.25390625,
157,Mwansabombwe,2001,42356.03125,0.0184124229074476
272,Mwansabombwe,2002,43235.28515625,0.020758647123011453
387,Mwansabombwe,2003,44486.89453125,0.028948794265534428
502,Mwansabombwe,2004,45339.28125,0.019160400556870405
617,Mwansabombwe,2005,46408.0546875,0.023572791805119397
732,Mwansabombwe,2006,47230.015625,0.017711600777814862
847,Mwansabombwe,2007,48299.38671875,0.022641768790437444
962,Mwansabombwe,2008,48655.046875,0.007363657810419699
1077,Mwansabombwe,2009,50182.87109375,0.03140114575729713
1192,Mwansabombwe,2010,51218.94921875,0.020646051180779112
1307,Mwansabombwe,2011,52297.87890625,0.02106504924363084
1422,Mwansabombwe,2012,52752.828125,0.0086991906414704
1537,Mwansabombwe,2013,55436.37109375,0.050870125150280776
1652,Mwansabombwe,2014,57749.9375,0.04173372752587756
1767,Mwansabombwe,2015,58458.20703125,0.012264420740714987
1882,Mwansabombwe,2016,59220.59375,0.01304156862598349
1997,Mwansabombwe,2017,60208.3984375,0.01668008753289474
2112,Mwansabombwe,2018,61326.703125,0.018573898600888095
2227,Mwansabombwe,2019,62005.61328125,0.011070384052216165
2342,Mwansabombwe,2020,63039.3828125,0.016672192670056374
43,Mwense,2000,82179.7265625,
158,Mwense,2001,82994.171875,0.009910538116485457
273,Mwense,2002,83475.2421875,0.005796434877674894
388,Mwense,2003,83908.7265625,0.005192969360020783
503,Mwense,2004,84427.9296875,0.006187713081466706
618,Mwense,2005,84802.375,0.004435088173853963
733,Mwense,2006,85561.546875,0.008952247799663526
848,Mwense,2007,86173.2890625,0.007149732675984843
963,Mwense,2008,87910.625,0.020160956560912213
1078,Mwense,2009,87957.6015625,0.0005343672906432673
1193,Mwense,2010,88758.046875,0.009100354014669465
1308,Mwense,2011,89561.875,0.009056397175256192
1423,Mwense,2012,91207.0859375,0.018369545495781514
1538,Mwense,2013,90858.1171875,-0.003826114456053742
1653,Mwense,2014,90979.8203125,0.001339485439136423
1768,Mwense,2015,92542.5,0.01717611314390899
1883,Mwense,2016,93877.5703125,0.014426564146203136
1998,Mwense,2017,94647.0078125,0.008196180380880103
2113,Mwense,2018,95343.3984375,0.0073577669394429
2228,Mwense,2019,96128.90625,0.00823872261082581
2343,Mwense,2020,96642.3359375,0.005341054085903574
71,Mwinilunga,2000,74248.1953125,
186,Mwinilunga,2001,77238.3046875,0.04027181216210107
301,Mwinilunga,2002,80266.5234375,0.03920617836256146
416,Mwinilunga,2003,83373.7109375,0.03871087680058083
531,Mwinilunga,2004,86573.7578125,0.038381965238405646
646,Mwinilunga,2005,89845.609375,0.037792648086110825
761,Mwinilunga,2006,93252.6875,0.037921476059886716
876,Mwinilunga,2007,96763.921875,0.03765290276486666
991,Mwinilunga,2008,100393.7890625,0.03751260921595412
1106,Mwinilunga,2009,104206.234375,0.03797491207475567
1221,Mwinilunga,2010,108217.3046875,0.038491653945248894
1336,Mwinilunga,2011,112454.859375,0.039157828775507
1451,Mwinilunga,2012,116853.703125,0.03911652884053063
1566,Mwinilunga,2013,121404.78125,0.03894680273959006
